formula,Elements,Metal_NonMetal,Electronegativity,Num_Elements,Atomic_Composition,Is_Metal
NSmS3Sc4,"['N', 'Sm', 'S', 'Sc']","['N - Non-Metal', 'Sm - Metal', 'S - Non-Metal', 'Sc - Metal']","[3.04, 1.17, 2.58, 1.36]",4,"{'N': 1.0, 'Sm': 1.0, 'S': 3.0, 'Sc': 4.0}",TRUE
Yb2P3,"['Yb', 'P']","['Yb - Metal', 'P - Non-Metal']","[1.1, 2.19]",2,"{'Yb': 2.0, 'P': 3.0}",TRUE
ThI2Mo4,"['Th', 'I', 'Mo']","['Th - Metal', 'I - Non-Metal', 'Mo - Metal']","[1.3, 2.66, 2.16]",3,"{'Th': 1.0, 'I': 2.0, 'Mo': 4.0}",TRUE
FNb2Mn5,"['F', 'Nb', 'Mn']","['F - Non-Metal', 'Nb - Metal', 'Mn - Metal']","[3.98, 1.6, 1.55]",3,"{'F': 1.0, 'Nb': 2.0, 'Mn': 5.0}",FALSE
SnCo2Kr2O3,"['Sn', 'Co', 'Kr', 'O']","['Sn - Metal', 'Co - Metal', 'Kr - Non-Metal', 'O - Non-Metal']","[1.96, 1.88, 3.0, 3.44]",4,"{'Sn': 1.0, 'Co': 2.0, 'Kr': 2.0, 'O': 3.0}",FALSE
SAsC2Ga2Mn6,"['S', 'As', 'C', 'Ga', 'Mn']","['S - Non-Metal', 'As - Non-Metal', 'C - Non-Metal', 'Ga - Metal', 'Mn - Metal']","[2.58, 2.18, 2.55, 1.81, 1.55]",5,"{'S': 1.0, 'As': 1.0, 'C': 2.0, 'Ga': 2.0, 'Mn': 6.0}",FALSE
PMo2,"['P', 'Mo']","['P - Non-Metal', 'Mo - Metal']","[2.19, 2.16]",2,"{'P': 1.0, 'Mo': 2.0}",FALSE
IOsO4,"['I', 'Os', 'O']","['I - Non-Metal', 'Os - Metal', 'O - Non-Metal']","[2.66, 2.2, 3.44]",3,"{'I': 1.0, 'Os': 1.0, 'O': 4.0}",FALSE
BkBr2Ru4,"['Bk', 'Br', 'Ru']","['Bk - Metal', 'Br - Non-Metal', 'Ru - Metal']","[1.3, 2.96, 2.2]",3,"{'Bk': 1.0, 'Br': 2.0, 'Ru': 4.0}",FALSE
AtOs2Cr4Tl5,"['At', 'Os', 'Cr', 'Tl']","['At - Non-Metal', 'Os - Metal', 'Cr - Metal', 'Tl - Metal']","[2.2, 2.2, 1.66, 1.62]",4,"{'At': 1.0, 'Os': 2.0, 'Cr': 4.0, 'Tl': 5.0}",TRUE
V2Tb2Nb3S5,"['V', 'Tb', 'Nb', 'S']","['V - Metal', 'Tb - Metal', 'Nb - Metal', 'S - Non-Metal']","[1.63, 1.1, 1.6, 2.58]",4,"{'V': 2.0, 'Tb': 2.0, 'Nb': 3.0, 'S': 5.0}",TRUE
PtAmO3Si3,"['Pt', 'Am', 'O', 'Si']","['Pt - Metal', 'Am - Metal', 'O - Non-Metal', 'Si - Non-Metal']","[2.28, 1.3, 3.44, 1.9]",4,"{'Pt': 1.0, 'Am': 1.0, 'O': 3.0, 'Si': 3.0}",FALSE
BrTh2Mn3Sb5,"['Br', 'Th', 'Mn', 'Sb']","['Br - Non-Metal', 'Th - Metal', 'Mn - Metal', 'Sb - Non-Metal']","[2.96, 1.3, 1.55, 2.05]",4,"{'Br': 1.0, 'Th': 2.0, 'Mn': 3.0, 'Sb': 5.0}",TRUE
CePuO4,"['Ce', 'Pu', 'O']","['Ce - Metal', 'Pu - Metal', 'O - Non-Metal']","[1.12, 1.28, 3.44]",3,"{'Ce': 1.0, 'Pu': 1.0, 'O': 4.0}",TRUE
NOGe3V6,"['N', 'O', 'Ge', 'V']","['N - Non-Metal', 'O - Non-Metal', 'Ge - Non-Metal', 'V - Metal']","[3.04, 3.44, 2.01, 1.63]",4,"{'N': 1.0, 'O': 1.0, 'Ge': 3.0, 'V': 6.0}",FALSE
Al2Xe3Re6,"['Al', 'Xe', 'Re']","['Al - Metal', 'Xe - Non-Metal', 'Re - Metal']","[1.61, 2.6, 1.9]",3,"{'Al': 2.0, 'Xe': 3.0, 'Re': 6.0}",TRUE
Rn3Ti4N5,"['Rn', 'Ti', 'N']","['Rn - Non-Metal', 'Ti - Metal', 'N - Non-Metal']","[2.2, 1.54, 3.04]",3,"{'Rn': 3.0, 'Ti': 4.0, 'N': 5.0}",FALSE
AtFe5,"['At', 'Fe']","['At - Non-Metal', 'Fe - Metal']","[2.2, 1.83]",2,"{'At': 1.0, 'Fe': 5.0}",TRUE
ClGaN2Re2Sn5,"['Cl', 'Ga', 'N', 'Re', 'Sn']","['Cl - Non-Metal', 'Ga - Metal', 'N - Non-Metal', 'Re - Metal', 'Sn - Metal']","[3.16, 1.81, 3.04, 1.9, 1.96]",5,"{'Cl': 1.0, 'Ga': 1.0, 'N': 2.0, 'Re': 2.0, 'Sn': 5.0}",FALSE
POsAl2Ti4I4,"['P', 'Os', 'Al', 'Ti', 'I']","['P - Non-Metal', 'Os - Metal', 'Al - Metal', 'Ti - Metal', 'I - Non-Metal']","[2.19, 2.2, 1.61, 1.54, 2.66]",5,"{'P': 1.0, 'Os': 1.0, 'Al': 2.0, 'Ti': 4.0, 'I': 4.0}",TRUE
TiIAcPo5,"['Ti', 'I', 'Ac', 'Po']","['Ti - Metal', 'I - Non-Metal', 'Ac - Metal', 'Po - Non-Metal']","[1.54, 2.66, 1.1, 2.0]",4,"{'Ti': 1.0, 'I': 1.0, 'Ac': 1.0, 'Po': 5.0}",TRUE
Sn3Os4,"['Sn', 'Os']","['Sn - Metal', 'Os - Metal']","[1.96, 2.2]",2,"{'Sn': 3.0, 'Os': 4.0}",TRUE
Tc2Al3P3Pb3,"['Tc', 'Al', 'P', 'Pb']","['Tc - Metal', 'Al - Metal', 'P - Non-Metal', 'Pb - Metal']","[1.9, 1.61, 2.19, 2.33]",4,"{'Tc': 2.0, 'Al': 3.0, 'P': 3.0, 'Pb': 3.0}",TRUE
Br2Os3Re5,"['Br', 'Os', 'Re']","['Br - Non-Metal', 'Os - Metal', 'Re - Metal']","[2.96, 2.2, 1.9]",3,"{'Br': 2.0, 'Os': 3.0, 'Re': 5.0}",FALSE
SbXe3,"['Sb', 'Xe']","['Sb - Non-Metal', 'Xe - Non-Metal']","[2.05, 2.6]",2,"{'Sb': 1.0, 'Xe': 3.0}",FALSE
ClFePtP3Ir5,"['Cl', 'Fe', 'Pt', 'P', 'Ir']","['Cl - Non-Metal', 'Fe - Metal', 'Pt - Metal', 'P - Non-Metal', 'Ir - Metal']","[3.16, 1.83, 2.28, 2.19, 2.2]",5,"{'Cl': 1.0, 'Fe': 1.0, 'Pt': 1.0, 'P': 3.0, 'Ir': 5.0}",FALSE
OBr2Po6,"['O', 'Br', 'Po']","['O - Non-Metal', 'Br - Non-Metal', 'Po - Non-Metal']","[3.44, 2.96, 2.0]",3,"{'O': 1.0, 'Br': 2.0, 'Po': 6.0}",FALSE
Fe3Kr4Nb5,"['Fe', 'Kr', 'Nb']","['Fe - Metal', 'Kr - Non-Metal', 'Nb - Metal']","[1.83, 3.0, 1.6]",3,"{'Fe': 3.0, 'Kr': 4.0, 'Nb': 5.0}",FALSE
SFeCu2Po2B3,"['S', 'Fe', 'Cu', 'Po', 'B']","['S - Non-Metal', 'Fe - Metal', 'Cu - Metal', 'Po - Non-Metal', 'B - Non-Metal']","[2.58, 1.83, 1.9, 2.0, 2.04]",5,"{'S': 1.0, 'Fe': 1.0, 'Cu': 2.0, 'Po': 2.0, 'B': 3.0}",TRUE
MnXe3,"['Mn', 'Xe']","['Mn - Metal', 'Xe - Non-Metal']","[1.55, 2.6]",2,"{'Mn': 1.0, 'Xe': 3.0}",TRUE
ZnN2,"['Zn', 'N']","['Zn - Metal', 'N - Non-Metal']","[1.65, 3.04]",2,"{'Zn': 1.0, 'N': 2.0}",FALSE
TiNa2Xe2As5,"['Ti', 'Na', 'Xe', 'As']","['Ti - Metal', 'Na - Metal', 'Xe - Non-Metal', 'As - Non-Metal']","[1.54, 0.93, 2.6, 2.18]",4,"{'Ti': 1.0, 'Na': 2.0, 'Xe': 2.0, 'As': 5.0}",TRUE
Sm2Se3,"['Sm', 'Se']","['Sm - Metal', 'Se - Non-Metal']","[1.17, 2.55]",2,"{'Sm': 2.0, 'Se': 3.0}",TRUE
ON2Nb8,"['O', 'N', 'Nb']","['O - Non-Metal', 'N - Non-Metal', 'Nb - Metal']","[3.44, 3.04, 1.6]",3,"{'O': 1.0, 'N': 2.0, 'Nb': 8.0}",FALSE
TcTlCo4As4,"['Tc', 'Tl', 'Co', 'As']","['Tc - Metal', 'Tl - Metal', 'Co - Metal', 'As - Non-Metal']","[1.9, 1.62, 1.88, 2.18]",4,"{'Tc': 1.0, 'Tl': 1.0, 'Co': 4.0, 'As': 4.0}",TRUE
CdAu2As4,"['Cd', 'Au', 'As']","['Cd - Metal', 'Au - Metal', 'As - Non-Metal']","[1.69, 2.54, 2.18]",3,"{'Cd': 1.0, 'Au': 2.0, 'As': 4.0}",FALSE
SAm2Rh3Te4,"['S', 'Am', 'Rh', 'Te']","['S - Non-Metal', 'Am - Metal', 'Rh - Metal', 'Te - Non-Metal']","[2.58, 1.3, 2.28, 2.1]",4,"{'S': 1.0, 'Am': 2.0, 'Rh': 3.0, 'Te': 4.0}",TRUE
FeBr6,"['Fe', 'Br']","['Fe - Metal', 'Br - Non-Metal']","[1.83, 2.96]",2,"{'Fe': 1.0, 'Br': 6.0}",FALSE
PdXeSi8,"['Pd', 'Xe', 'Si']","['Pd - Metal', 'Xe - Non-Metal', 'Si - Non-Metal']","[2.2, 2.6, 1.9]",3,"{'Pd': 1.0, 'Xe': 1.0, 'Si': 8.0}",FALSE
I2Cr7,"['I', 'Cr']","['I - Non-Metal', 'Cr - Metal']","[2.66, 1.66]",2,"{'I': 2.0, 'Cr': 7.0}",FALSE
TeCo2C4,"['Te', 'Co', 'C']","['Te - Non-Metal', 'Co - Metal', 'C - Non-Metal']","[2.1, 1.88, 2.55]",3,"{'Te': 1.0, 'Co': 2.0, 'C': 4.0}",FALSE
BiPo2Hg3,"['Bi', 'Po', 'Hg']","['Bi - Metal', 'Po - Non-Metal', 'Hg - Metal']","[2.02, 2.0, 2.0]",3,"{'Bi': 1.0, 'Po': 2.0, 'Hg': 3.0}",TRUE
MoHf3Cl4,"['Mo', 'Hf', 'Cl']","['Mo - Metal', 'Hf - Metal', 'Cl - Non-Metal']","[2.16, 1.3, 3.16]",3,"{'Mo': 1.0, 'Hf': 3.0, 'Cl': 4.0}",FALSE
As2P5,"['As', 'P']","['As - Non-Metal', 'P - Non-Metal']","[2.18, 2.19]",2,"{'As': 2.0, 'P': 5.0}",FALSE
GeMn2,"['Ge', 'Mn']","['Ge - Non-Metal', 'Mn - Metal']","[2.01, 1.55]",2,"{'Ge': 1.0, 'Mn': 2.0}",TRUE
V2S3As4Ta4,"['V', 'S', 'As', 'Ta']","['V - Metal', 'S - Non-Metal', 'As - Non-Metal', 'Ta - Metal']","[1.63, 2.58, 2.18, 1.5]",4,"{'V': 2.0, 'S': 3.0, 'As': 4.0, 'Ta': 4.0}",TRUE
HoIr2I4,"['Ho', 'Ir', 'I']","['Ho - Metal', 'Ir - Metal', 'I - Non-Metal']","[1.23, 2.2, 2.66]",3,"{'Ho': 1.0, 'Ir': 2.0, 'I': 4.0}",TRUE
IAt3,"['I', 'At']","['I - Non-Metal', 'At - Non-Metal']","[2.66, 2.2]",2,"{'I': 1.0, 'At': 3.0}",FALSE
Se3Si4,"['Se', 'Si']","['Se - Non-Metal', 'Si - Non-Metal']","[2.55, 1.9]",2,"{'Se': 3.0, 'Si': 4.0}",FALSE
Fe3Zn3Sb5,"['Fe', 'Zn', 'Sb']","['Fe - Metal', 'Zn - Metal', 'Sb - Non-Metal']","[1.83, 1.65, 2.05]",3,"{'Fe': 3.0, 'Zn': 3.0, 'Sb': 5.0}",TRUE
ErAtGe2O4Ru5,"['Er', 'At', 'Ge', 'O', 'Ru']","['Er - Metal', 'At - Non-Metal', 'Ge - Non-Metal', 'O - Non-Metal', 'Ru - Metal']","[1.24, 2.2, 2.01, 3.44, 2.2]",5,"{'Er': 1.0, 'At': 1.0, 'Ge': 2.0, 'O': 4.0, 'Ru': 5.0}",FALSE
Hg3Sb4,"['Hg', 'Sb']","['Hg - Metal', 'Sb - Non-Metal']","[2.0, 2.05]",2,"{'Hg': 3.0, 'Sb': 4.0}",TRUE
DyI3,"['Dy', 'I']","['Dy - Metal', 'I - Non-Metal']","[1.22, 2.66]",2,"{'Dy': 1.0, 'I': 3.0}",TRUE
CaIHg3Re6,"['Ca', 'I', 'Hg', 'Re']","['Ca - Metal', 'I - Non-Metal', 'Hg - Metal', 'Re - Metal']","[1.0, 2.66, 2.0, 1.9]",4,"{'Ca': 1.0, 'I': 1.0, 'Hg': 3.0, 'Re': 6.0}",TRUE
ThIn2Cl5,"['Th', 'In', 'Cl']","['Th - Metal', 'In - Metal', 'Cl - Non-Metal']","[1.3, 1.78, 3.16]",3,"{'Th': 1.0, 'In': 2.0, 'Cl': 5.0}",TRUE
InCl2Re2,"['In', 'Cl', 'Re']","['In - Metal', 'Cl - Non-Metal', 'Re - Metal']","[1.78, 3.16, 1.9]",3,"{'In': 1.0, 'Cl': 2.0, 'Re': 2.0}",FALSE
AgP3Tm4,"['Ag', 'P', 'Tm']","['Ag - Metal', 'P - Non-Metal', 'Tm - Metal']","[1.93, 2.19, 1.25]",3,"{'Ag': 1.0, 'P': 3.0, 'Tm': 4.0}",TRUE
N3Bi4,"['N', 'Bi']","['N - Non-Metal', 'Bi - Metal']","[3.04, 2.02]",2,"{'N': 3.0, 'Bi': 4.0}",FALSE
TeW2,"['Te', 'W']","['Te - Non-Metal', 'W - Metal']","[2.1, 2.36]",2,"{'Te': 1.0, 'W': 2.0}",FALSE
AsRe3,"['As', 'Re']","['As - Non-Metal', 'Re - Metal']","[2.18, 1.9]",2,"{'As': 1.0, 'Re': 3.0}",TRUE
SbGe2Al3S4,"['Sb', 'Ge', 'Al', 'S']","['Sb - Non-Metal', 'Ge - Non-Metal', 'Al - Metal', 'S - Non-Metal']","[2.05, 2.01, 1.61, 2.58]",4,"{'Sb': 1.0, 'Ge': 2.0, 'Al': 3.0, 'S': 4.0}",TRUE
ZrBr4,"['Zr', 'Br']","['Zr - Metal', 'Br - Non-Metal']","[1.33, 2.96]",2,"{'Zr': 1.0, 'Br': 4.0}",FALSE
SiCo,"['Si', 'Co']","['Si - Non-Metal', 'Co - Metal']","[1.9, 1.88]",2,"{'Si': 1.0, 'Co': 1.0}",TRUE
EuGe3,"['Eu', 'Ge']","['Eu - Metal', 'Ge - Non-Metal']","[1.2, 2.01]",2,"{'Eu': 1.0, 'Ge': 3.0}",TRUE
GeTm3Br4,"['Ge', 'Tm', 'Br']","['Ge - Non-Metal', 'Tm - Metal', 'Br - Non-Metal']","[2.01, 1.25, 2.96]",3,"{'Ge': 1.0, 'Tm': 3.0, 'Br': 4.0}",TRUE
N3Ir5,"['N', 'Ir']","['N - Non-Metal', 'Ir - Metal']","[3.04, 2.2]",2,"{'N': 3.0, 'Ir': 5.0}",FALSE
AlSe2Co4Cr6,"['Al', 'Se', 'Co', 'Cr']","['Al - Metal', 'Se - Non-Metal', 'Co - Metal', 'Cr - Metal']","[1.61, 2.55, 1.88, 1.66]",4,"{'Al': 1.0, 'Se': 2.0, 'Co': 4.0, 'Cr': 6.0}",TRUE
RnRh2Cf2H6,"['Rn', 'Rh', 'Cf', 'H']","['Rn - Non-Metal', 'Rh - Metal', 'Cf - Metal', 'H - Unknown']","[2.2, 2.28, 1.3, 2.2]",4,"{'Rn': 1.0, 'Rh': 2.0, 'Cf': 2.0, 'H': 6.0}",TRUE
NaMdRn5Mn6,"['Na', 'Md', 'Rn', 'Mn']","['Na - Metal', 'Md - Metal', 'Rn - Non-Metal', 'Mn - Metal']","[0.93, 1.3, 2.2, 1.55]",4,"{'Na': 1.0, 'Md': 1.0, 'Rn': 5.0, 'Mn': 6.0}",TRUE
KrNo2Ir8,"['Kr', 'No', 'Ir']","['Kr - Non-Metal', 'No - Metal', 'Ir - Metal']","[3.0, 1.3, 2.2]",3,"{'Kr': 1.0, 'No': 2.0, 'Ir': 8.0}",FALSE
FmCo4Se5,"['Fm', 'Co', 'Se']","['Fm - Metal', 'Co - Metal', 'Se - Non-Metal']","[1.3, 1.88, 2.55]",3,"{'Fm': 1.0, 'Co': 4.0, 'Se': 5.0}",TRUE
Se2V3O4,"['Se', 'V', 'O']","['Se - Non-Metal', 'V - Metal', 'O - Non-Metal']","[2.55, 1.63, 3.44]",3,"{'Se': 2.0, 'V': 3.0, 'O': 4.0}",FALSE
PVPt3,"['P', 'V', 'Pt']","['P - Non-Metal', 'V - Metal', 'Pt - Metal']","[2.19, 1.63, 2.28]",3,"{'P': 1.0, 'V': 1.0, 'Pt': 3.0}",TRUE
Lr2Cl3Xe3C6,"['Lr', 'Cl', 'Xe', 'C']","['Lr - Metal', 'Cl - Non-Metal', 'Xe - Non-Metal', 'C - Non-Metal']","[1.3, 3.16, 2.6, 2.55]",4,"{'Lr': 2.0, 'Cl': 3.0, 'Xe': 3.0, 'C': 6.0}",FALSE
NpPd2Bi3,"['Np', 'Pd', 'Bi']","['Np - Metal', 'Pd - Metal', 'Bi - Metal']","[1.36, 2.2, 2.02]",3,"{'Np': 1.0, 'Pd': 2.0, 'Bi': 3.0}",TRUE
BrRu5Tl7,"['Br', 'Ru', 'Tl']","['Br - Non-Metal', 'Ru - Metal', 'Tl - Metal']","[2.96, 2.2, 1.62]",3,"{'Br': 1.0, 'Ru': 5.0, 'Tl': 7.0}",FALSE
Pt2P5,"['Pt', 'P']","['Pt - Metal', 'P - Non-Metal']","[2.28, 2.19]",2,"{'Pt': 2.0, 'P': 5.0}",FALSE
YbNp2As3,"['Yb', 'Np', 'As']","['Yb - Metal', 'Np - Metal', 'As - Non-Metal']","[1.1, 1.36, 2.18]",3,"{'Yb': 1.0, 'Np': 2.0, 'As': 3.0}",TRUE
CeSe2I2Bi3,"['Ce', 'Se', 'I', 'Bi']","['Ce - Metal', 'Se - Non-Metal', 'I - Non-Metal', 'Bi - Metal']","[1.12, 2.55, 2.66, 2.02]",4,"{'Ce': 1.0, 'Se': 2.0, 'I': 2.0, 'Bi': 3.0}",TRUE
Os2S3Sb3,"['Os', 'S', 'Sb']","['Os - Metal', 'S - Non-Metal', 'Sb - Non-Metal']","[2.2, 2.58, 2.05]",3,"{'Os': 2.0, 'S': 3.0, 'Sb': 3.0}",FALSE
InOs,"['In', 'Os']","['In - Metal', 'Os - Metal']","[1.78, 2.2]",2,"{'In': 1.0, 'Os': 1.0}",TRUE
NdBr2,"['Nd', 'Br']","['Nd - Metal', 'Br - Non-Metal']","[1.14, 2.96]",2,"{'Nd': 1.0, 'Br': 2.0}",TRUE
ErPaPd2Te6,"['Er', 'Pa', 'Pd', 'Te']","['Er - Metal', 'Pa - Metal', 'Pd - Metal', 'Te - Non-Metal']","[1.24, 1.5, 2.2, 2.1]",4,"{'Er': 1.0, 'Pa': 1.0, 'Pd': 2.0, 'Te': 6.0}",TRUE
TeSi4Cu4,"['Te', 'Si', 'Cu']","['Te - Non-Metal', 'Si - Non-Metal', 'Cu - Metal']","[2.1, 1.9, 1.9]",3,"{'Te': 1.0, 'Si': 4.0, 'Cu': 4.0}",TRUE
BkRe2Fm2Mn3Kr3,"['Bk', 'Re', 'Fm', 'Mn', 'Kr']","['Bk - Metal', 'Re - Metal', 'Fm - Metal', 'Mn - Metal', 'Kr - Non-Metal']","[1.3, 1.9, 1.3, 1.55, 3.0]",5,"{'Bk': 1.0, 'Re': 2.0, 'Fm': 2.0, 'Mn': 3.0, 'Kr': 3.0}",TRUE
LiBrCr4Ag6,"['Li', 'Br', 'Cr', 'Ag']","['Li - Metal', 'Br - Non-Metal', 'Cr - Metal', 'Ag - Metal']","[0.98, 2.96, 1.66, 1.93]",4,"{'Li': 1.0, 'Br': 1.0, 'Cr': 4.0, 'Ag': 6.0}",TRUE
UAt3As4,"['U', 'At', 'As']","['U - Metal', 'At - Non-Metal', 'As - Non-Metal']","[1.38, 2.2, 2.18]",3,"{'U': 1.0, 'At': 3.0, 'As': 4.0}",TRUE
NbSi3,"['Nb', 'Si']","['Nb - Metal', 'Si - Non-Metal']","[1.6, 1.9]",2,"{'Nb': 1.0, 'Si': 3.0}",TRUE
ErTaPo2,"['Er', 'Ta', 'Po']","['Er - Metal', 'Ta - Metal', 'Po - Non-Metal']","[1.24, 1.5, 2.0]",3,"{'Er': 1.0, 'Ta': 1.0, 'Po': 2.0}",TRUE
Te3Pt3Ge4,"['Te', 'Pt', 'Ge']","['Te - Non-Metal', 'Pt - Metal', 'Ge - Non-Metal']","[2.1, 2.28, 2.01]",3,"{'Te': 3.0, 'Pt': 3.0, 'Ge': 4.0}",FALSE
ZrCeI3,"['Zr', 'Ce', 'I']","['Zr - Metal', 'Ce - Metal', 'I - Non-Metal']","[1.33, 1.12, 2.66]",3,"{'Zr': 1.0, 'Ce': 1.0, 'I': 3.0}",TRUE
IPb,"['I', 'Pb']","['I - Non-Metal', 'Pb - Metal']","[2.66, 2.33]",2,"{'I': 1.0, 'Pb': 1.0}",FALSE
SCr5,"['S', 'Cr']","['S - Non-Metal', 'Cr - Metal']","[2.58, 1.66]",2,"{'S': 1.0, 'Cr': 5.0}",FALSE
DyPoPt3,"['Dy', 'Po', 'Pt']","['Dy - Metal', 'Po - Non-Metal', 'Pt - Metal']","[1.22, 2.0, 2.28]",3,"{'Dy': 1.0, 'Po': 1.0, 'Pt': 3.0}",TRUE
PBrCr6,"['P', 'Br', 'Cr']","['P - Non-Metal', 'Br - Non-Metal', 'Cr - Metal']","[2.19, 2.96, 1.66]",3,"{'P': 1.0, 'Br': 1.0, 'Cr': 6.0}",FALSE
RnSi2,"['Rn', 'Si']","['Rn - Non-Metal', 'Si - Non-Metal']","[2.2, 1.9]",2,"{'Rn': 1.0, 'Si': 2.0}",TRUE
TiRe2Po7,"['Ti', 'Re', 'Po']","['Ti - Metal', 'Re - Metal', 'Po - Non-Metal']","[1.54, 1.9, 2.0]",3,"{'Ti': 1.0, 'Re': 2.0, 'Po': 7.0}",TRUE
N2Os5,"['N', 'Os']","['N - Non-Metal', 'Os - Metal']","[3.04, 2.2]",2,"{'N': 2.0, 'Os': 5.0}",FALSE
ReHg2S6,"['Re', 'Hg', 'S']","['Re - Metal', 'Hg - Metal', 'S - Non-Metal']","[1.9, 2.0, 2.58]",3,"{'Re': 1.0, 'Hg': 2.0, 'S': 6.0}",FALSE
SeI2O3,"['Se', 'I', 'O']","['Se - Non-Metal', 'I - Non-Metal', 'O - Non-Metal']","[2.55, 2.66, 3.44]",3,"{'Se': 1.0, 'I': 2.0, 'O': 3.0}",FALSE
CaGeSe3Nb6,"['Ca', 'Ge', 'Se', 'Nb']","['Ca - Metal', 'Ge - Non-Metal', 'Se - Non-Metal', 'Nb - Metal']","[1.0, 2.01, 2.55, 1.6]",4,"{'Ca': 1.0, 'Ge': 1.0, 'Se': 3.0, 'Nb': 6.0}",TRUE
SRu4Cr5,"['S', 'Ru', 'Cr']","['S - Non-Metal', 'Ru - Metal', 'Cr - Metal']","[2.58, 2.2, 1.66]",3,"{'S': 1.0, 'Ru': 4.0, 'Cr': 5.0}",FALSE
CRnEs4Re8,"['C', 'Rn', 'Es', 'Re']","['C - Non-Metal', 'Rn - Non-Metal', 'Es - Metal', 'Re - Metal']","[2.55, 2.2, 1.3, 1.9]",4,"{'C': 1.0, 'Rn': 1.0, 'Es': 4.0, 'Re': 8.0}",TRUE
PdSe2Ge6,"['Pd', 'Se', 'Ge']","['Pd - Metal', 'Se - Non-Metal', 'Ge - Non-Metal']","[2.2, 2.55, 2.01]",3,"{'Pd': 1.0, 'Se': 2.0, 'Ge': 6.0}",FALSE
PdU2Pb3,"['Pd', 'U', 'Pb']","['Pd - Metal', 'U - Metal', 'Pb - Metal']","[2.2, 1.38, 2.33]",3,"{'Pd': 1.0, 'U': 2.0, 'Pb': 3.0}",TRUE
ON2Sc2,"['O', 'N', 'Sc']","['O - Non-Metal', 'N - Non-Metal', 'Sc - Metal']","[3.44, 3.04, 1.36]",3,"{'O': 1.0, 'N': 2.0, 'Sc': 2.0}",FALSE
GaBrTa2,"['Ga', 'Br', 'Ta']","['Ga - Metal', 'Br - Non-Metal', 'Ta - Metal']","[1.81, 2.96, 1.5]",3,"{'Ga': 1.0, 'Br': 1.0, 'Ta': 2.0}",TRUE
Zr2H3Br5,"['Zr', 'H', 'Br']","['Zr - Metal', 'H - Unknown', 'Br - Non-Metal']","[1.33, 2.2, 2.96]",3,"{'Zr': 2.0, 'H': 3.0, 'Br': 5.0}",FALSE
EuS3,"['Eu', 'S']","['Eu - Metal', 'S - Non-Metal']","[1.2, 2.58]",2,"{'Eu': 1.0, 'S': 3.0}",TRUE
MgNbAt2Si5,"['Mg', 'Nb', 'At', 'Si']","['Mg - Metal', 'Nb - Metal', 'At - Non-Metal', 'Si - Non-Metal']","[1.31, 1.6, 2.2, 1.9]",4,"{'Mg': 1.0, 'Nb': 1.0, 'At': 2.0, 'Si': 5.0}",TRUE
NP4,"['N', 'P']","['N - Non-Metal', 'P - Non-Metal']","[3.04, 2.19]",2,"{'N': 1.0, 'P': 4.0}",FALSE
SeEsPt5,"['Se', 'Es', 'Pt']","['Se - Non-Metal', 'Es - Metal', 'Pt - Metal']","[2.55, 1.3, 2.28]",3,"{'Se': 1.0, 'Es': 1.0, 'Pt': 5.0}",TRUE
IGe7,"['I', 'Ge']","['I - Non-Metal', 'Ge - Non-Metal']","[2.66, 2.01]",2,"{'I': 1.0, 'Ge': 7.0}",FALSE
HgPb2S4Zn4,"['Hg', 'Pb', 'S', 'Zn']","['Hg - Metal', 'Pb - Metal', 'S - Non-Metal', 'Zn - Metal']","[2.0, 2.33, 2.58, 1.65]",4,"{'Hg': 1.0, 'Pb': 2.0, 'S': 4.0, 'Zn': 4.0}",FALSE
CTiPo4,"['C', 'Ti', 'Po']","['C - Non-Metal', 'Ti - Metal', 'Po - Non-Metal']","[2.55, 1.54, 2.0]",3,"{'C': 1.0, 'Ti': 1.0, 'Po': 4.0}",TRUE
Ir2Mn3Bi3,"['Ir', 'Mn', 'Bi']","['Ir - Metal', 'Mn - Metal', 'Bi - Metal']","[2.2, 1.55, 2.02]",3,"{'Ir': 2.0, 'Mn': 3.0, 'Bi': 3.0}",TRUE
MnI5,"['Mn', 'I']","['Mn - Metal', 'I - Non-Metal']","[1.55, 2.66]",2,"{'Mn': 1.0, 'I': 5.0}",FALSE
VGe5,"['V', 'Ge']","['V - Metal', 'Ge - Non-Metal']","[1.63, 2.01]",2,"{'V': 1.0, 'Ge': 5.0}",TRUE
OScNbTeZr4,"['O', 'Sc', 'Nb', 'Te', 'Zr']","['O - Non-Metal', 'Sc - Metal', 'Nb - Metal', 'Te - Non-Metal', 'Zr - Metal']","[3.44, 1.36, 1.6, 2.1, 1.33]",5,"{'O': 1.0, 'Sc': 1.0, 'Nb': 1.0, 'Te': 1.0, 'Zr': 4.0}",TRUE
AgTh3Po5,"['Ag', 'Th', 'Po']","['Ag - Metal', 'Th - Metal', 'Po - Non-Metal']","[1.93, 1.3, 2.0]",3,"{'Ag': 1.0, 'Th': 3.0, 'Po': 5.0}",TRUE
Tm3Pt3As5,"['Tm', 'Pt', 'As']","['Tm - Metal', 'Pt - Metal', 'As - Non-Metal']","[1.25, 2.28, 2.18]",3,"{'Tm': 3.0, 'Pt': 3.0, 'As': 5.0}",TRUE
NBi,"['N', 'Bi']","['N - Non-Metal', 'Bi - Metal']","[3.04, 2.02]",2,"{'N': 1.0, 'Bi': 1.0}",FALSE
